PDB ID,Angle Alpha,Angle Beta,Angle Gamma,Length A,Length B,Length C,Space Group,Z-number
"2VV6","73.68","70.36","72.33","48.80","50.00","59.00","P 1","4"
"2VV7","73.19","71.12","71.74","48.65","49.81","58.76","P 1","4"
"2VV8","73.37","70.26","72.13","48.92","50.30","58.99","P 1","4"
"2VVG","89.30","87.52","84.29","44.88","48.22","72.02","P 1","2"
"2VVN","104.53","94.00","102.89","51.51","94.50","99.23","P 1","2"
"2VXJ","93.93","98.16","90.08","79.18","86.52","119.08","P 1","24"
"2VZX","90.05","108.17","106.58","71.26","76.85","92.50","P 1","8"
"2W03","95.43","101.45","95.06","57.65","69.14","94.19","P 1","2"
"2W10","81.08","87.05","72.55","26.14","34.37","36.22","P 1","2"
"2W3R","109.33","106.15","101.05","92.77","139.94","158.04","P 1","4"
"2W3S","109.60","105.89","101.18","92.83","140.56","158.17","P 1","4"
"2W42","75.80","75.86","79.47","51.84","61.38","103.54","P 1","2"
"2W46","71.61","89.78","82.19","28.22","46.13","49.01","P 1","2"
"2W49","90.00","90.00","90.00","1.00","1.00","1.00","P 1","36"
"2W4A","90.00","90.00","90.00","1.00","1.00","1.00","P 1","3"
"2W4G","90.00","90.00","90.00","1.00","1.00","1.00","P 1","3"
"2W4H","90.00","90.00","90.00","1.00","1.00","1.00","P 1","3"
"2W4T","90.00","90.00","90.00","1.00","1.00","1.00","P 1","3"
"2W4U","90.00","90.00","90.00","1.00","1.00","1.00","P 1","16"
"2W4V","90.00","90.00","90.00","1.00","1.00","1.00","P 1","3"
"2W4W","90.00","90.00","90.00","1.00","1.00","1.00","P 1","3"
"2W54","109.63","105.83","101.23","92.57","140.70","157.86","P 1","4"
"2W55","109.45","106.10","101.09","92.74","140.57","157.61","P 1","4"
"2W66","104.16","94.01","103.02","51.20","93.46","99.01","P 1","2"
"2W67","103.42","95.11","100.60","51.25","92.10","98.29","P 1","2"
"2W6D","90.00","90.00","90.00","1.00","1.00","1.00","P 1","2"
"2W80","80.07","80.18","84.81","48.70","93.85","99.72","P 1","4"
"2W87","71.79","89.74","81.28","27.85","45.45","48.91","P 1","2"
"2W89","105.89","98.76","97.85","26.37","28.98","29.13","P 1","2"
"2W8B","86.81","89.81","68.62","74.74","89.24","90.90","P 1","4"
"2W93","89.23","73.32","62.43","73.05","79.22","109.09","P 1","4"
"2W9R","97.44","106.45","92.39","28.08","28.23","38.91","P 1","1"
"2WBE","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2WCD","94.44","85.92","102.55","111.43","114.41","270.55","P 1","24"
"2WCT","77.16","75.61","74.48","68.68","75.52","80.54","P 1","4"
"2WCU","76.22","72.25","81.96","38.95","47.44","55.55","P 1","2"
"2WEK","94.61","91.54","101.72","46.83","51.57","75.72","P 1","2"
"2WFS","90.00","90.00","90.00","1.00","1.00","1.00","P 1","9"
"2WH8","96.56","90.02","108.43","53.71","84.90","90.16","P 1","4"
"2WJU","96.00","101.78","97.46","54.16","85.50","113.42","P 1","8"
"2WKN","105.71","90.27","108.46","63.87","94.62","152.30","P 1","8"
"2WLN","73.95","82.30","89.88","106.68","109.06","146.39","P 1","8"
"2WLP","81.07","75.00","84.25","35.88","41.95","68.65","P 1","2"
"2WNU","92.86","92.20","113.64","48.09","48.16","87.73","P 1","2"
"2WNV","92.39","92.60","113.57","48.35","48.33","88.06","P 1","2"
"2WO8","66.47","83.86","71.37","46.04","65.26","67.81","P 1","4"
"2WO9","66.15","83.84","71.38","46.35","65.29","69.36","P 1","4"
"2WOA","66.11","84.12","71.46","46.16","65.34","68.33","P 1","4"
"2WOC","80.84","86.56","85.83","44.77","47.54","95.21","P 1","3"
"2WPZ","83.98","84.86","78.55","25.38","25.44","33.70","P 1","3"
"2WQU","74.47","83.13","85.65","59.66","70.65","124.66","P 1","6"
"2WQX","102.99","90.21","93.56","38.70","57.45","64.30","P 1","2"
"2WT9","113.19","88.25","115.61","46.64","46.89","59.48","P 1","2"
"2WTZ","111.09","92.16","93.98","76.92","79.80","82.92","P 1","4"
"2WUH","66.19","88.90","76.92","33.40","40.86","48.92","P 1","3"
"2WVA","89.82","90.11","78.94","70.62","111.58","167.43","P 1","8"
"2WVG","73.44","85.76","67.82","70.28","92.09","98.63","P 1","1"
"2WVH","89.89","90.87","101.27","70.90","111.18","167.12","P 1","8"
"2WVW","90.00","90.00","90.00","1.00","1.00","1.00","P 1","16"
"2WW4","88.77","69.65","65.14","49.05","50.12","66.04","P 1","2"
"2WW7","77.25","88.00","69.45","27.73","28.50","48.76","P 1","6"
"2WW9","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2WWA","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2WWB","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2WWL","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2WWM","87.29","86.91","68.79","37.65","44.94","68.01","P 1","2"
"2WWQ","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2WYA","100.00","108.08","96.30","66.41","83.51","101.44","P 1","4"
"2WYY","90.00","90.00","90.00","1.00","1.00","1.00","P 1","4"
"2WZI","104.14","94.06","103.08","51.38","93.82","98.88","P 1","2"
"2X10","93.02","98.22","112.12","41.92","44.65","93.42","P 1","1"
"2X18","111.47","102.75","94.36","62.47","62.40","71.41","P 1","8"
"2X1G","89.83","110.18","90.63","82.57","100.79","93.92","P 1","2"
"2X1H","94.32","91.44","102.24","46.65","52.04","75.44","P 1","2"
"2X2H","80.54","83.28","85.26","91.68","96.63","134.46","P 1","4"
"2X2M","103.50","99.66","89.92","50.70","50.76","74.59","P 1","2"
"2X2Z","72.19","71.44","72.90","66.15","76.07","88.25","P 1","4"
"2X31","90.00","90.00","90.00","1.00","1.00","1.00","P 1","6"
"2X3J","97.26","101.97","91.01","57.70","71.52","95.60","P 1","2"
"2X3K","95.00","101.90","94.70","57.70","70.00","96.00","P 1","2"
"2X3Y","98.35","89.96","104.19","47.10","69.09","128.15","P 1","8"
"2X4Y","86.80","80.96","87.24","35.76","97.91","102.52","P 1","8"
"2X5H","90.22","95.05","91.78","37.94","46.97","48.98","P 1","4"
"2X5I","119.00","100.10","108.40","297.10","297.70","300.60","P 1","1"
"2X64","116.53","99.33","94.49","47.67","87.89","90.78","P 1","6"
"2X7H","94.28","91.29","102.18","46.60","52.05","75.73","P 1","2"
"2X7L","94.86","95.50","104.60","87.68","87.69","176.33","P 1","6"
"2X7N","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2X8F","82.31","87.97","63.66","51.97","57.65","86.27","P 1","2"
"2X8Q","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2X8S","96.14","91.77","117.34","51.95","57.99","85.60","P 1","2"
"2X8T","82.10","88.21","63.61","51.80","57.37","85.48","P 1","2"
"2X9I","109.38","109.25","92.56","52.92","70.14","81.97","P 1","4"
"2X9M","103.39","99.63","108.62","65.88","84.78","91.55","P 1","4"
"2XAD","113.89","108.29","98.20","58.78","70.71","76.31","P 1","4"
"2XD8","90.00","90.00","90.00","673.92","673.92","673.92","P 1","7"
"2XDF","90.00","90.00","90.00","1.00","1.00","1.00","P 1","2"
"2XDN","96.93","99.26","96.03","43.11","43.17","114.80","P 1","4"
"2XDO","111.00","90.23","93.43","68.11","80.27","86.89","P 1","4"
"2XE5","98.74","108.79","109.71","74.18","93.68","115.91","P 1","6"
"2XEA","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2XF8","91.30","96.11","88.44","96.18","111.66","135.47","P 1","16"
"2XFB","90.00","90.00","90.00","787.18","787.18","787.18","P 1","4"
"2XFC","90.00","90.00","90.00","1.00","1.00","1.00","P 1","4"
"2XFH","100.27","90.93","94.19","37.92","53.68","58.11","P 1","1"
"2XGZ","73.01","79.28","81.22","62.38","63.05","64.43","P 1","2"
"2XH0","89.89","89.90","65.84","55.33","60.80","120.67","P 1","4"
"2XH2","89.41","71.31","84.80","64.72","82.54","95.61","P 1","4"
"2XH4","87.95","76.07","76.43","62.42","62.61","100.95","P 1","4"
"2XH7","67.89","78.33","80.60","61.97","62.00","64.32","P 1","2"
"2XHY","99.96","107.21","102.83","73.67","79.42","98.60","P 1","4"
"2XI3","89.62","99.74","92.95","54.01","91.90","61.05","P 1","2"
"2XI9","86.06","90.06","75.08","35.48","66.46","101.80","P 1","2"
"2XIG","83.32","77.82","87.65","48.15","48.29","72.25","P 1","4"
"2XJ7","104.13","93.88","103.13","51.49","93.98","98.82","P 1","2"
"2XJA","111.32","91.42","92.90","75.04","76.32","81.99","P 1","4"
"2XJJ","82.59","84.71","69.24","39.33","56.10","61.61","P 1","2"
"2XKM","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2XKV","90.00","90.00","90.00","354.33","354.33","354.33","P 1","1"
"2XLL","89.98","89.89","89.90","52.79","83.60","143.15","P 1","4"
"2XMT","100.89","92.58","117.91","29.09","29.66","38.43","P 1","2"
"2XMU","91.69","101.26","118.62","29.24","29.39","38.70","P 1","2"
"2XN4","86.68","82.75","68.48","45.99","46.01","71.76","P 1","2"
"2XPJ","62.92","65.30","60.85","285.40","288.36","290.61","P 1","3"
"2XQL","90.00","90.00","90.00","230.00","230.00","230.00","P 1","1"
"2XR8","102.60","102.68","104.61","132.59","132.35","132.98","P 1","12"
"2XR9","98.78","106.22","99.77","53.81","63.29","70.47","P 1","1"
"2XRP","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2XRS","94.57","95.24","114.10","53.42","61.06","100.83","P 1","10"
"2XRX","102.65","101.11","105.31","132.82","132.65","130.42","P 1","12"
"2XSO","102.51","104.99","102.75","133.47","133.59","133.23","P 1","12"
"2XSY","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2XTA","99.59","98.94","100.68","80.55","83.58","160.07","P 1","4"
"2XTG","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2XTQ","87.59","82.17","65.65","52.85","63.11","189.34","P 1","8"
"2XU1","105.62","93.24","115.45","57.36","62.71","68.24","P 1","4"
"2XUX","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2XUY","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2XVQ","81.15","90.21","65.01","55.49","55.35","120.74","P 1","2"
"2XVR","90.00","90.00","90.00","772.80","772.80","772.80","P 1","1"
"2XVU","81.34","90.93","64.60","54.85","55.25","119.73","P 1","2"
"2XW0","81.12","91.04","64.78","55.17","55.43","119.94","P 1","2"
"2XW1","81.17","91.76","64.74","55.18","55.39","119.91","P 1","2"
"2XWB","95.47","110.69","113.39","108.28","135.77","149.98","P 1","1"
"2XYD","89.11","64.43","75.87","72.84","76.44","82.95","P 1","2"
"2XYY","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2XYZ","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2Y0P","99.26","97.09","100.58","81.06","81.95","161.88","P 1","4"
"2Y27","90.97","109.81","106.51","56.71","62.47","78.49","P 1","2"
"2Y44","106.17","111.75","99.50","36.18","37.79","40.68","P 1","1"
"2Y4N","91.16","108.33","106.27","57.26","62.39","76.59","P 1","2"
"2Y51","112.48","90.14","111.51","57.59","67.63","77.27","P 1","2"
"2Y52","112.23","90.56","111.69","58.05","68.13","78.08","P 1","2"
"2Y53","111.22","90.45","113.51","58.24","67.81","77.51","P 1","2"
"2Y5D","111.09","90.62","113.36","58.00","67.70","77.54","P 1","2"
"2Y6Q","111.10","90.41","92.96","68.70","79.96","88.00","P 1","4"
"2Y6R","110.99","90.27","92.87","67.42","78.87","86.61","P 1","4"
"2Y7C","90.00","90.00","90.00","149.76","149.76","149.76","P 1","2"
"2Y7H","90.00","90.00","90.00","149.76","149.76","149.76","P 1","2"
"2Y7T","102.40","116.40","108.20","279.40","279.60","293.30","P 1","20"
"2Y7U","102.40","116.40","108.20","279.40","279.60","293.30","P 1","20"
"2Y7V","102.40","116.40","108.20","279.40","279.60","293.30","P 1","20"
"2Y83","90.00","90.00","90.00","170.40","145.00","277.10","P 1","1"
"2Y9J","90.00","90.00","90.00","1.00","1.00","1.00","P 1","24"
"2Y9K","90.00","90.00","90.00","679.80","679.80","679.80","P 1","15"
"2YA7","104.06","91.04","106.68","49.86","87.16","126.41","P 1","4"
"2YDF","81.00","90.83","64.52","55.07","55.44","119.85","P 1","2"
"2YH6","102.70","92.86","118.20","46.58","46.63","60.21","P 1","4"
"2YIC","99.48","99.06","101.25","79.54","83.24","158.61","P 1","4"
"2YID","99.23","99.03","100.63","79.84","82.29","163.48","P 1","4"
"2YL2","92.04","98.00","92.20","60.67","60.87","70.37","P 1","2"
"2YQH","90.01","97.72","92.88","47.43","61.80","90.44","P 1","2"
"2YQJ","90.07","98.11","92.93","47.56","61.97","90.25","P 1","2"
"2YQZ","87.03","78.96","83.49","36.90","45.06","84.15","P 1","2"
"2YR0","90.43","102.36","97.05","36.90","43.56","84.76","P 1","2"
"2YVH","108.98","102.25","96.14","39.01","80.10","87.06","P 1","4"
"2YW2","97.65","102.98","106.65","45.80","61.62","89.96","P 1","2"
"2YWV","76.39","64.36","64.35","49.89","56.40","56.41","P 1","2"
"2YXV","83.20","90.83","66.66","49.98","50.95","86.05","P 1","2"
"2YXW","83.77","90.38","67.14","50.33","51.57","86.70","P 1","2"
"2YYT","100.74","96.56","107.44","47.21","58.86","88.14","P 1","4"
"2YZJ","107.47","107.52","107.50","53.77","53.76","53.76","P 1","3"
"2Z04","93.93","101.54","114.23","51.29","55.05","74.54","P 1","2"
"2Z0T","108.09","90.02","109.31","40.08","51.34","66.23","P 1","4"
"2Z2C","108.69","111.07","101.17","65.13","80.37","84.87","P 1","4"
"2Z2Y","87.59","67.44","69.76","53.91","65.36","70.39","P 1","2"
"2Z37","79.34","89.52","88.90","51.25","61.82","75.36","P 1","4"
"2Z48","85.30","73.55","89.94","52.64","65.17","66.68","P 1","2"
"2Z66","89.86","89.96","90.01","49.79","67.97","122.78","P 1","4"
"2Z6E","98.12","90.32","104.79","69.21","91.89","97.68","P 1","4"
"2Z8Y","101.29","109.22","103.91","99.54","136.60","141.75","P 1","4"
"2Z9Q","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2ZBI","99.11","93.90","107.97","32.49","52.17","76.20","P 1","2"
"2ZBL","106.86","104.43","110.31","88.23","89.81","94.73","P 1","6"
"2ZC7","76.23","68.88","63.46","77.05","80.52","86.88","P 1","4"
"2ZCT","105.80","105.30","92.68","76.12","103.05","104.44","P 1","10"
"2ZD2","102.91","105.45","90.07","43.16","51.05","67.12","P 1","2"
"2ZDC","108.56","108.57","108.48","53.43","53.41","53.42","P 1","3"
"2ZDO","77.57","74.39","75.15","46.58","58.63","59.69","P 1","4"
"2ZEJ","81.51","69.00","78.71","44.44","44.40","53.68","P 1","2"
"2ZEX","62.03","84.88","85.95","32.47","48.83","49.36","P 1","2"
"2ZGO","101.88","98.72","117.24","40.66","42.85","55.97","P 1","2"
"2ZGQ","69.83","82.44","61.80","41.35","43.43","56.42","P 1","2"
"2ZJ9","82.62","80.91","65.40","47.06","47.38","81.46","P 1","2"
"2ZKG","91.11","65.01","84.48","64.33","67.01","69.57","P 1","4"
"2ZPK","99.93","93.50","96.46","40.04","65.27","85.03","P 1","2"
"2ZSJ","75.44","75.30","89.99","58.08","71.86","99.46","P 1","4"
"2ZSU","99.81","103.13","107.85","67.62","81.84","96.65","P 1","6"
"2ZSW","81.11","70.58","68.25","66.71","90.15","91.97","P 1","4"
"2ZUS","105.13","90.22","107.78","67.76","111.48","118.79","P 1","4"
"2ZUT","105.20","90.48","107.27","67.86","111.66","118.66","P 1","4"
"2ZUU","105.19","90.48","107.35","67.78","111.48","118.43","P 1","4"
"2ZUW","105.21","90.43","107.32","67.90","112.04","118.66","P 1","4"
"2ZVL","87.25","77.46","80.26","74.77","74.71","109.05","P 1","6"
"2ZVR","107.14","102.71","91.54","50.24","55.21","58.71","P 1","2"
"2ZWH","0.00","0.00","0.00","0.00","0.00","0.00","P 1","1"
"2ZWI","90.06","106.76","103.20","54.43","57.83","59.25","P 1","2"
"2ZZG","117.31","90.40","107.36","70.87","89.21","94.90","P 1","2"
"2ZZS","71.50","72.98","83.68","84.95","87.61","103.85","P 1","32"
"308D","69.09","90.40","108.03","18.62","20.10","26.55","P 1","2"
"343D","85.05","82.91","74.93","23.88","33.82","40.12","P 1","8"
"352D","74.31","77.68","89.81","28.28","34.78","56.23","P 1","16"
"375D","86.30","84.50","68.58","32.56","32.59","37.64","P 1","4"
"397D","69.20","77.50","63.00","27.10","27.10","31.60","P 1","1"
"3A0J","67.37","81.44","79.49","28.22","29.86","38.26","P 1","2"
"3A0O","78.32","89.29","88.56","64.15","68.24","108.89","P 1","2"
"3A17","76.50","89.46","87.55","80.05","103.93","114.19","P 1","8"
"3A28","96.10","100.20","109.60","60.80","69.20","127.40","P 1","8"
"3A2V","106.02","104.91","92.97","76.21","103.11","104.40","P 1","10"
"3A2W","105.72","105.08","92.63","76.26","103.33","104.55","P 1","10"
"3A2X","105.99","105.12","92.80","75.82","102.92","104.14","P 1","10"
"3A45","107.00","99.86","93.42","38.67","54.42","87.31","P 1","2"
"3A4S","103.20","92.10","101.13","29.25","49.42","90.29","P 1","2"
"3A5W","105.91","104.92","92.88","77.61","104.78","106.17","P 1","10"
"3A5X","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3A5Y","95.47","106.51","90.46","54.80","69.15","94.08","P 1","4"
"3A64","77.81","87.34","68.79","44.03","45.11","48.90","P 1","1"
"3A69","90.00","90.00","90.00","336.00","336.00","336.00","P 1","1"
"3A73","74.80","89.53","80.21","38.06","92.05","94.66","P 1","2"
"3A8I","91.53","102.47","89.59","53.99","88.93","97.99","P 1","4"
"3A8J","91.51","102.16","89.66","54.02","88.53","97.24","P 1","4"
"3A8K","91.56","102.42","89.59","54.12","88.41","97.86","P 1","4"
"3A9B","77.57","86.91","68.60","44.17","45.40","49.13","P 1","1"
"3AB2","71.85","69.48","72.72","101.83","119.09","124.38","P 1","8"
"3AB3","77.77","84.45","80.11","50.48","70.64","88.08","P 1","2"
"3AB4","76.03","71.07","74.50","99.03","112.87","120.01","P 1","8"
"3AB8","78.91","72.12","69.66","38.91","53.77","63.43","P 1","2"
"3ABX","77.63","86.87","68.80","43.88","45.15","48.99","P 1","1"
"3ADF","90.96","103.41","101.79","41.78","51.72","52.89","P 1","2"
"3AET","102.53","110.89","94.44","80.44","81.44","95.86","P 1","2"
"3AFK","102.08","98.15","118.06","40.85","43.44","56.06","P 1","2"
"3AFN","80.15","66.08","64.98","60.40","64.19","74.44","P 1","4"
"3AGT","95.27","104.20","90.03","33.31","44.87","48.13","P 1","2"
"3AGU","95.21","103.98","89.95","33.42","44.90","48.08","P 1","2"
"3AKK","105.99","108.82","92.05","58.83","69.56","75.64","P 1","4"
"3AKL","78.84","71.36","85.44","60.13","74.83","75.82","P 1","4"
"3AKY","111.70","109.00","63.30","36.00","40.40","45.30","P 1","1"
"3AL4","62.31","77.94","81.05","66.02","115.19","114.99","P 1","6"
"3AL9","109.80","92.47","112.53","55.70","60.68","95.39","P 1","2"
"3ALY","89.72","89.71","86.76","40.97","41.02","43.53","P 1","2"
"3AP4","98.41","105.49","108.66","41.53","64.89","71.58","P 1","4"
"3AP6","98.29","105.43","108.55","41.38","65.40","71.69","P 1","4"
"3B4U","79.35","89.06","83.94","44.12","49.44","69.08","P 1","2"
"3B4V","98.55","90.64","90.11","63.61","71.38","100.20","P 1","4"
"3B5M","93.89","91.12","90.10","49.27","58.31","73.80","P 1","4"
"3B5W","83.47","76.25","84.07","107.79","126.07","206.56","P 1","8"
"3B6A","89.56","89.92","89.88","57.88","79.00","107.19","P 1","8"
"3B7D","81.85","89.08","77.89","66.58","97.63","100.97","P 1","8"
"3B7Y","108.89","111.11","100.86","38.78","48.00","50.79","P 1","2"
"3B8S","91.74","91.18","112.91","60.27","64.28","83.52","P 1","2"
"3B9F","78.72","81.52","77.69","44.06","48.83","97.85","P 1","1"
"3B9T","107.82","105.81","95.18","62.17","82.72","83.58","P 1","4"
"3B9V","109.97","95.64","118.65","50.92","54.07","54.24","P 1","4"
"3B9X","67.90","79.59","89.65","45.11","82.41","90.16","P 1","4"
"3BAL","69.85","74.32","69.71","43.20","57.20","62.93","P 1","4"
"3BEF","76.89","84.30","73.69","46.06","50.34","85.08","P 1","2"
"3BEP","113.28","92.07","99.36","40.20","70.08","73.87","P 1","2"
"3BFO","66.50","90.00","90.02","39.94","43.64","49.60","P 1","4"
"3BFV","107.71","89.95","110.32","36.46","52.52","68.11","P 1","2"
"3BFW","92.82","90.92","92.51","24.61","46.74","48.62","P 1","2"
"3BGY","74.62","86.48","76.36","39.64","48.46","69.70","P 1","2"
"3BHW","86.00","85.89","85.58","43.14","43.63","47.41","P 1","2"
"3BID","89.39","90.81","103.97","34.74","60.04","64.37","P 1","8"
"3BIP","72.59","77.06","89.88","51.14","60.14","85.93","P 1","2"
"3BJF","74.63","69.91","66.10","80.76","81.46","106.89","P 1","4"
"3BJT","69.82","77.74","67.97","74.63","80.71","107.60","P 1","4"
"3BL7","118.81","92.39","99.99","49.26","56.27","60.33","P 1","2"
"3BL9","62.35","77.93","79.54","49.41","56.87","59.50","P 1","2"
"3BLA","117.68","93.35","99.72","48.73","55.81","59.40","P 1","2"
"3BLW","98.96","110.23","106.63","113.16","116.35","163.62","P 1","8"
"3BLX","111.03","96.08","107.13","112.44","115.21","159.25","P 1","8"
"3BLZ","80.93","78.43","60.60","57.08","58.12","140.46","P 1","12"
"3BMX","79.79","69.61","88.25","58.38","73.08","83.57","P 1","2"
"3BNN","68.77","71.30","67.72","34.61","44.50","52.36","P 1","4"
"3BNO","71.43","73.42","74.05","35.14","45.46","52.13","P 1","4"
"3BOG","88.62","89.31","72.84","28.64","32.36","59.70","P 1","2"
"3BP1","119.25","110.18","99.58","71.52","71.58","71.51","P 1","4"
"3BP9","89.12","90.04","60.26","86.26","86.83","152.36","P 1","24"
"3BQQ","89.90","81.20","71.40","40.66","41.12","65.45","P 1","4"
"3BS0","98.39","90.01","90.06","38.10","41.42","141.06","P 1","2"
"3BUE","66.19","62.21","82.00","53.22","57.24","57.33","P 1","6"
"3BV6","99.69","97.90","116.13","83.43","94.84","94.59","P 1","6"
"3BWV","71.93","75.08","83.62","39.31","40.27","55.31","P 1","2"
"3BX8","110.77","90.00","109.36","61.48","92.86","98.82","P 1","8"
"3BYH","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3BYT","74.78","75.16","88.26","63.16","70.64","98.84","P 1","4"
"3C0G","90.00","106.49","105.80","55.33","60.27","60.55","P 1","2"
"3C0H","90.00","105.57","105.63","55.39","59.67","61.09","P 1","2"
"3C0S","99.50","111.39","109.02","37.14","47.56","48.25","P 1","1"
"3C2G","65.22","78.08","83.02","84.97","85.34","93.66","P 1","2"
"3C2U","67.84","81.31","75.08","77.58","84.40","94.04","P 1","4"
"3C37","88.07","75.18","65.64","36.84","44.61","71.77","P 1","2"
"3C39","79.18","84.33","83.23","35.62","55.79","93.23","P 1","2"
"3C3A","101.88","95.20","82.91","35.63","55.95","95.44","P 1","2"
"3C3B","78.92","84.32","82.95","35.58","55.59","93.81","P 1","2"
"3C3C","78.95","84.51","83.23","35.79","55.82","94.50","P 1","2"
"3C56","82.90","79.77","71.03","39.22","62.01","65.61","P 1","2"
"3C5C","101.46","90.03","89.89","34.04","66.44","71.94","P 1","4"
"3C5S","77.53","83.97","80.89","47.26","59.83","74.38","P 1","2"
"3C6K","94.23","92.88","107.07","43.38","74.03","143.23","P 1","4"
"3C9A","84.23","74.82","75.67","49.99","51.28","69.99","P 1","2"
"3C9K","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3CAK","104.73","93.40","97.65","43.29","45.34","78.91","P 1","2"
"3CEU","83.88","62.97","86.65","46.25","44.06","56.04","P 1","2"
"3CEZ","87.35","83.22","69.36","42.09","45.78","45.81","P 1","2"
"3CFD","91.98","106.11","114.15","59.99","72.48","77.23","P 1","2"
"3CFI","96.54","91.62","90.20","46.72","67.24","128.26","P 1","4"
"3CFK","89.89","90.04","89.48","81.07","106.30","116.11","P 1","8"
"3CHN","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3CIA","88.83","70.68","88.43","81.37","87.10","116.36","P 1","4"
"3CIQ","104.38","94.15","117.77","67.59","68.05","96.22","P 1","12"
"3CJD","99.23","100.39","104.79","40.28","46.04","60.76","P 1","2"
"3CJH","89.18","89.65","60.30","55.65","56.30","59.84","P 1","6"
"3CK4","115.77","94.21","109.62","48.85","49.11","51.92","P 1","6"
"3CK8","65.06","71.95","69.76","59.67","73.14","83.55","P 1","2"
"3CK9","65.06","72.19","69.73","59.61","73.22","83.38","P 1","2"
"3CKB","111.16","92.94","109.06","61.69","67.71","83.29","P 1","2"
"3CKC","111.09","93.17","109.17","62.20","68.06","83.05","P 1","2"
"3CLN","94.13","97.57","89.46","29.71","53.79","24.99","P 1","1"
"3CM9","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3CNV","82.36","86.52","68.31","58.20","58.07","65.58","P 1","4"
"3CPL","99.95","111.04","110.48","57.71","69.70","72.38","P 1","2"
"3CQN","82.52","75.99","74.54","34.63","52.46","54.60","P 1","2"
"3CS2","90.05","100.42","89.96","55.29","68.30","90.03","P 1","4"
"3CUO","95.93","95.78","97.41","39.99","39.63","56.28","P 1","4"
"3CW1","95.42","105.92","101.80","126.47","127.07","152.02","P 1","4"
"3CXK","88.41","83.73","69.10","42.00","45.17","45.40","P 1","2"
"3CZQ","75.86","85.97","65.39","59.61","71.67","89.47","P 1","4"
"3D01","68.20","67.87","68.14","93.62","93.60","93.63","P 1","12"
"3D0A","83.05","88.11","74.08","54.30","57.99","78.93","P 1","4"
"3D1E","112.89","91.08","99.28","40.14","69.87","73.12","P 1","2"
"3D1G","110.24","100.58","99.46","35.72","79.39","80.50","P 1","2"
"3D2L","116.57","104.63","102.32","67.83","70.92","77.19","P 1","4"
"3D3L","65.37","88.01","69.82","59.59","70.15","77.87","P 1","2"
"3D4G","89.99","90.18","89.98","91.05","91.96","140.48","P 1","8"
"3D6E","61.38","85.72","86.10","39.55","54.81","54.91","P 1","2"
"3D7R","80.82","89.97","69.51","41.89","46.41","91.69","P 1","2"
"3D95","73.28","75.91","87.76","34.59","36.90","57.81","P 1","2"
"3D96","73.90","74.82","87.90","34.59","37.23","58.77","P 1","2"
"3D97","73.40","73.70","89.73","34.55","37.22","61.06","P 1","2"
"3D9X","65.87","76.60","82.08","29.87","51.14","58.62","P 1","3"
"3DA7","88.10","76.98","79.47","38.88","80.24","81.92","P 1","4"
"3DAD","78.24","86.17","89.67","35.44","73.93","78.67","P 1","2"
"3DAQ","90.13","68.85","72.29","65.41","67.57","78.00","P 1","4"
"3DAX","64.36","75.23","72.17","55.34","80.16","84.94","P 1","2"
"3DC1","89.97","100.65","93.88","60.93","72.09","109.08","P 1","4"
"3DCO","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3DDL","76.35","74.93","64.08","52.74","59.49","59.72","P 1","2"
"3DDX","90.00","90.00","90.00","712.00","712.00","712.00","P 1","7"
"3DG0","90.00","90.00","90.00","358.80","358.80","358.80","P 1","1"
"3DG2","90.00","90.00","90.00","358.80","358.80","358.80","P 1","1"
"3DG4","90.00","90.00","90.00","358.80","358.80","358.80","P 1","1"
"3DG5","90.00","90.00","90.00","358.80","358.80","358.80","P 1","1"
"3DH4","109.70","92.02","102.11","83.28","109.21","127.58","P 1","4"
"3DHR","78.78","89.90","65.30","54.66","65.32","103.73","P 1","4"
"3DIF","101.50","102.94","98.32","41.21","70.60","87.85","P 1","2"
